date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:58:20	12706/12706	---M--	200	added ('OK')	image/png	etag:%22c85115d01146d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesXbox360.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesXbox360.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:20	10657/10657	---M--	200	added ('OK')	image/png	etag:%22b348ffb61146d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesPS3.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesPS3.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:21	10581/10581	---M--	200	added ('OK')	image/png	etag:%2221ad7bca1146d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesWiiU.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesWiiU.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:21	8119/8119	---M--	200	added ('OK')	image/png	etag:%22be52de70a578d71:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesPS5.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesPS5.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:21	10040/10040	---M--	200	added ('OK')	image/png	etag:%222b63e4a41146d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_Games3DS.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_Games3DS.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:21	8451/8451	---M--	200	added ('OK')	image/png	etag:%227133c7aa1146d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesDS.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-navbar_GamesDS.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:21	43290/43290	---M--	200	added ('OK')	image/png	etag:%22b5451a29795d61:0%22	https://www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-highlight-funko.png?v1	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-highlight-funko6654.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:22	21138/21138	---M--	200	added ('OK')	image/png	etag:%220fad56d64aed51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-zing-starwars.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-zing-starwars.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:22	21363/21363	---M--	200	added ('OK')	image/png	etag:%220fad56d64aed51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-zing-marvel.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-zing-marvel.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:22	25294/25294	---M--	200	added ('OK')	image/png	etag:%220fad56d64aed51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-zing-zelda.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-zing-zelda.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:22	9484/9484	---M--	200	added ('OK')	image/png	etag:%22bb8a59dfd30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-Tshirts.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-Tshirts.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:23	5800/5800	---M--	200	added ('OK')	image/png	etag:%22de6a80ded30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-Schluesselanhaenger.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-Schluesselanhaenger.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:23	8624/8624	---M--	200	added ('OK')	image/png	etag:%2265a5cdfd30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-Tassen.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-Tassen.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:23	14861/14861	---M--	200	added ('OK')	image/png	etag:%22b1f194ecd30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-Brettspiele.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-Brettspiele.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:23	4505/4505	---M--	200	added ('OK')	image/png	etag:%220c51278bce8d61:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:24	88080/88080	---M--	200	added ('OK')	image/png	etag:%2280bcdc6deacd51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-highlight-sammeln.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-highlight-sammeln.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:24	13474/13474	---M--	200	added ('OK')	image/png	etag:%2299727fead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-SNES.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-SNES.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:24	8202/8202	---M--	200	added ('OK')	image/png	etag:%221c663b815accd51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-FunkoExclusive.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-FunkoExclusive.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:24	14233/14233	---M--	200	added ('OK')	image/png	etag:%22f3fbd77a5accd51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-FunkoSuperSize.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-ZiNG-FunkoSuperSize.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:25	5170/5170	---M--	200	added ('OK')	image/png	etag:%22010142e6eaed51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-Replika.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-Replika.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:25	7081/7081	---M--	200	added ('OK')	image/png	etag:%22010142e6eaed51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-collectibles.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-collectibles.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:25	15043/15043	---M--	200	added ('OK')	image/png	etag:%227467fd7d81f0d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-tradingcards.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-tradingcards.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:25	8505/8505	---M--	200	added ('OK')	image/png	etag:%22801a28c5e28d61:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-yugioh.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-yugioh.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:25	6464/6464	---M--	200	added ('OK')	image/png	etag:%22801a28c5e28d61:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-pokemon.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-pokemon.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:26	5882/5882	---M--	200	added ('OK')	image/png	etag:%22801a28c5e28d61:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-magic.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-sammeln-magic.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:26	24497/24497	---M--	200	added ('OK')	image/png	etag:%220d0afc8b7aad51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-highlight-service.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/LogosBrands/brandlogo-highlight-service.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:26	10713/10713	---M--	200	added ('OK')	image/png	etag:%22955c7dead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-tradein.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-tradein.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:26	5080/5080	---M--	200	added ('OK')	image/png	etag:%22b5aead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-eintauschliste.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-eintauschliste.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:27	3222/3222	---M--	200	added ('OK')	image/png	etag:%224a9563ead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-support.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-support.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:27	4878/4878	---M--	200	added ('OK')	image/png	etag:%22cf141ead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-gutschein.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-gutschein.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:27	5379/5379	---M--	200	added ('OK')	image/png	etag:%228eaa3fead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-gamestopplus.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-gamestopplus.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:27	3827/3827	---M--	200	added ('OK')	image/png	etag:%221c3f24ead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-gameinformer.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-gameinformer.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:28	9302/9302	---M--	200	added ('OK')	image/png	etag:%229d3c2e3ae30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-999er.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-999er.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:28	9516/9516	---M--	200	added ('OK')	image/png	etag:%227d7025ead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-gameprotection.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-gameprotection.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:28	9501/9501	---M--	200	added ('OK')	image/png	etag:%22b5aead30d51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-consoleprotection.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/Categories/cat-service-consoleprotection.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:29	109433/109433	---M--	200	added ('OK')	image/jpeg	etag:%22a6202e6fe4cb39a38530996dc1648810%22	https://static-at.gamestop.at/images/products/249593/3max.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/3max.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:29	13394/13394	---M--	200	added ('OK')	image/jpeg	etag:%2280152f7d5dc7d31:0%22	https://www.gamestop.at/Views/Locale/Content/Images/maxDefault.jpg	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/maxDefault.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:29	64720/64720	---M--	200	added ('OK')	image/jpeg	etag:%22b6304a4f1159b688a77fa1d5bf17a171%22	https://static-at.gamestop.at/images/products/249593/5scrmax1.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/5scrmax1.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:29	67670/67670	---M--	200	added ('OK')	image/jpeg	etag:%227bcee90382e66cb7df6244a8ed8ba479%22	https://static-at.gamestop.at/images/products/249593/7scrmax2.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/7scrmax2.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:29	71599/71599	---M--	200	added ('OK')	image/jpeg	etag:%223c6ddac7962f310852feb1f37e886f77%22	https://static-at.gamestop.at/images/products/249593/9scrmax3.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/9scrmax3.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:30	93216/93216	---M--	200	added ('OK')	image/jpeg	etag:%22788ab66a938c3e1313cd1e91e761eb49%22	https://static-at.gamestop.at/images/products/249593/11scrmax4.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/11scrmax4.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:30	77325/77325	---M--	200	added ('OK')	image/jpeg	etag:%2259e1edd2d6f976effb62844933532be1%22	https://static-at.gamestop.at/images/products/249593/13scrmax5.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/13scrmax5.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:30	1455/1455	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/MarkerSmall.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/MarkerSmall.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
